Date,Open,Max,Min,Close,Volume
2016-08-03,1.75,1.78,1.69,1.78,16453
2016-08-04,1.78,1.79,1.61,1.64,63493
2016-08-05,1.64,1.64,1.62,1.63,3529
2016-08-08,1.64,1.64,1.61,1.61,5541
2016-08-09,1.63,1.63,1.63,1.63,117
2016-08-10,1.63,1.63,1.59,1.62,11107
2016-08-11,1.62,1.62,1.53,1.55,25533
2016-08-12,1.53,1.58,1.46,1.5,19587
2016-08-16,1.44,1.51,1.44,1.51,1625
2016-08-17,1.47,1.51,1.47,1.51,2160
2016-08-18,1.51,1.54,1.51,1.54,1062
2016-08-19,1.54,1.55,1.49,1.49,3768
2016-08-22,1.49,1.53,1.49,1.53,4443
2016-08-23,1.52,1.52,1.49,1.49,4679
2016-08-24,1.51,1.51,1.45,1.5,12204
2016-08-25,1.5,1.5,1.48,1.5,3626
2016-08-26,1.5,1.5,1.5,1.5,3784
2016-08-29,1.5,1.52,1.49,1.51,1758
2016-08-30,1.46,1.54,1.43,1.54,50096
2016-08-31,1.54,1.58,1.53,1.58,37073
2016-09-01,1.58,1.64,1.56,1.64,45300
2016-09-02,1.68,1.77,1.68,1.74,73857
2016-09-05,1.74,1.85,1.7,1.82,55625
2016-09-06,1.84,1.85,1.82,1.83,12196
2016-09-07,1.83,1.84,1.71,1.79,77643
2016-09-08,1.73,1.76,1.71,1.74,13357
2016-09-09,1.7,1.76,1.62,1.76,23247
2016-09-12,1.74,1.79,1.69,1.75,6685
2016-09-13,1.78,1.78,1.66,1.74,17981
2016-09-14,1.74,1.74,1.65,1.7,8417
2016-09-15,1.7,1.7,1.63,1.67,3023
2016-09-16,1.67,1.68,1.62,1.68,3781
2016-09-19,1.68,1.68,1.61,1.65,1861
2016-09-20,1.65,1.65,1.63,1.64,2694
2016-09-21,1.64,1.64,1.64,1.64,2
2016-09-22,1.64,1.64,1.58,1.61,4019
2016-09-23,1.63,1.63,1.55,1.62,8841
2016-09-26,1.45,1.58,1.41,1.54,45869
2016-09-27,1.54,1.54,1.47,1.53,658
2016-09-28,1.53,1.53,1.51,1.53,199
2016-09-29,1.53,1.53,1.52,1.53,1109
2016-09-30,1.53,1.53,1.53,1.53,65
2016-10-03,1.53,1.58,1.5,1.58,469
2016-10-04,1.57,1.57,1.5,1.54,7837
2016-10-05,1.54,1.55,1.5,1.51,4539
2016-10-06,1.57,1.68,1.56,1.6,17991
2016-10-07,1.67,1.67,1.57,1.63,4274
2016-10-10,1.63,1.63,1.58,1.6,367
2016-10-11,1.6,1.6,1.54,1.6,254
2016-10-12,1.59,1.59,1.53,1.59,1196
2016-10-13,1.53,1.57,1.52,1.57,4400
2016-10-14,1.57,1.57,1.52,1.55,3448
2016-10-17,1.55,1.59,1.55,1.56,3045
2016-10-18,1.56,1.59,1.56,1.59,155
2016-10-19,1.59,1.59,1.53,1.58,566
2016-10-20,1.58,1.58,1.55,1.55,69
2016-10-21,1.55,1.57,1.55,1.57,1471
2016-10-24,1.57,1.57,1.57,1.57,143
2016-10-25,1.57,1.57,1.54,1.57,1040
2016-10-26,1.57,1.57,1.57,1.57,173
2016-10-27,1.54,1.57,1.54,1.57,1305
2016-10-28,1.57,1.57,1.56,1.57,234
2016-10-31,1.57,1.62,1.55,1.61,3002
2016-11-02,1.62,1.62,1.53,1.58,1226
2016-11-03,1.58,1.58,1.53,1.55,2441
2016-11-04,1.59,1.59,1.53,1.57,2237
2016-11-07,1.56,1.56,1.53,1.55,3160
2016-11-08,1.55,1.62,1.53,1.61,14402
2016-11-09,1.45,1.54,1.43,1.45,35413
2016-11-10,1.5,1.5,1.45,1.48,7904
2016-11-14,1.51,1.51,1.38,1.38,15899
2016-11-15,1.4,1.4,1.4,1.4,1091
2016-11-16,1.4,1.42,1.4,1.42,5243
2016-11-17,1.42,1.43,1.35,1.43,4620
2016-11-18,1.43,1.43,1.34,1.42,5627
2016-11-21,1.42,1.42,1.42,1.42,39
2016-11-22,1.42,1.42,1.34,1.38,4203
2016-11-23,1.4,1.4,1.34,1.4,1235
2016-11-24,1.4,1.4,1.36,1.4,49
2016-11-25,1.4,1.42,1.39,1.42,1938
2016-11-28,1.42,1.42,1.42,1.42,122
2016-11-29,1.41,1.41,1.41,1.41,68
2016-11-30,1.41,1.41,1.41,1.41,18
2016-12-01,1.41,1.41,1.36,1.36,1012
2016-12-02,1.38,1.42,1.36,1.42,5011
2016-12-05,1.42,1.42,1.39,1.39,5868
2016-12-06,1.39,1.5,1.37,1.44,36118
2016-12-07,1.44,1.49,1.34,1.4,22585
2016-12-08,1.4,1.4,1.4,1.4,47
2016-12-09,1.47,1.47,1.41,1.47,22190
2016-12-12,1.47,1.52,1.47,1.52,12625
2016-12-13,1.51,1.52,1.5,1.5,1324
2016-12-14,1.52,1.52,1.41,1.52,11336
2016-12-15,1.52,1.52,1.44,1.44,6574
2016-12-16,1.44,1.51,1.42,1.49,5687
2016-12-19,1.49,1.49,1.44,1.49,610
2016-12-20,1.43,1.49,1.42,1.47,3126
2016-12-21,1.44,1.44,1.44,1.44,556
2016-12-22,1.44,1.44,1.44,1.44,157
2016-12-23,1.47,1.47,1.47,1.47,5
2016-12-27,1.47,1.47,1.42,1.47,1023
2016-12-28,1.46,1.47,1.43,1.47,472
2016-12-29,1.43,1.52,1.43,1.5,20753
2016-12-30,1.5,1.55,1.47,1.47,15897
2017-01-02,1.54,1.54,1.5,1.53,10854
2017-01-03,1.56,1.58,1.52,1.58,14077
2017-01-04,1.59,1.62,1.58,1.62,10778
2017-01-05,1.62,1.64,1.62,1.63,8094
2017-01-09,1.63,1.63,1.61,1.63,1517
2017-01-10,1.63,1.63,1.57,1.63,758
2017-01-11,1.61,1.63,1.61,1.63,105
2017-01-12,1.61,1.61,1.55,1.56,2761
2017-01-13,1.63,1.63,1.61,1.62,8454
2017-01-16,1.56,1.62,1.56,1.62,542
2017-01-17,1.62,1.62,1.62,1.62,65
2017-01-18,1.55,1.62,1.54,1.62,713
2017-01-19,1.62,1.62,1.62,1.62,27
2017-01-20,1.62,1.62,1.56,1.62,524
2017-01-23,1.62,1.62,1.61,1.61,56
2017-01-24,1.6,1.63,1.54,1.62,27457
2017-01-25,1.62,1.62,1.56,1.62,2281
2017-01-26,1.61,1.62,1.56,1.61,15540
2017-01-27,1.6,1.6,1.52,1.54,6028
2017-01-30,1.62,1.62,1.56,1.58,7385
2017-01-31,1.58,1.61,1.58,1.61,1191
2017-02-01,1.6,1.6,1.58,1.6,445
2017-02-02,1.61,1.61,1.57,1.57,2286
2017-02-03,1.61,1.61,1.52,1.58,2040
2017-02-06,1.58,1.58,1.58,1.58,130
2017-02-07,1.59,1.59,1.52,1.56,5239
2017-02-08,1.56,1.56,1.5,1.55,21679
2017-02-09,1.55,1.55,1.54,1.54,1238
2017-02-10,1.54,1.54,1.54,1.54,2
2017-02-13,1.5,1.54,1.49,1.5,13598
2017-02-14,1.49,1.49,1.49,1.49,110
2017-02-15,1.49,1.49,1.47,1.49,3485
2017-02-16,1.49,1.49,1.46,1.47,4269
2017-02-17,1.46,1.46,1.44,1.44,13156
2017-02-20,1.44,1.5,1.44,1.47,3760
2017-02-21,1.49,1.49,1.48,1.48,6721
2017-02-22,1.48,1.48,1.46,1.48,8017
2017-02-23,1.49,1.49,1.42,1.47,10021
2017-02-24,1.47,1.47,1.45,1.47,4126
2017-02-27,1.47,1.6,1.47,1.6,42259
2017-02-28,1.59,1.6,1.54,1.59,3535
2017-03-01,1.54,1.54,1.52,1.54,3642
2017-03-02,1.6,1.6,1.58,1.58,2065
2017-03-03,1.55,1.55,1.53,1.55,711
2017-03-06,1.6,1.6,1.56,1.6,29
2017-03-07,1.6,1.61,1.6,1.6,11657
2017-03-08,1.6,1.6,1.6,1.6,75
2017-03-09,1.6,1.6,1.55,1.55,37
2017-03-10,1.6,1.6,1.56,1.57,4986
2017-03-13,1.6,1.6,1.6,1.6,15
2017-03-14,1.54,1.55,1.54,1.55,2927
2017-03-15,1.55,1.55,1.41,1.53,10802
2017-03-16,1.42,1.51,1.42,1.51,2716
2017-03-17,1.48,1.5,1.45,1.5,2293
2017-03-20,1.46,1.5,1.44,1.5,10783
2017-03-21,1.5,1.5,1.5,1.5,164
2017-03-22,1.5,1.5,1.5,1.5,131
2017-03-23,1.5,1.5,1.44,1.48,1499
2017-03-24,1.5,1.5,1.44,1.48,1938
2017-03-27,1.48,1.48,1.44,1.45,1932
2017-03-28,1.48,1.49,1.45,1.47,759
2017-03-29,1.48,1.48,1.48,1.48,300
2017-03-30,1.48,1.5,1.48,1.5,5129
2017-03-31,1.46,1.49,1.44,1.44,1352
2017-04-03,1.48,1.48,1.48,1.48,66
2017-04-04,1.48,1.48,1.48,1.48,133
2017-04-05,1.43,1.45,1.43,1.43,7194
2017-04-06,1.47,1.6,1.47,1.57,31842
2017-04-07,1.55,1.55,1.51,1.54,613
2017-04-10,1.54,1.54,1.53,1.54,59
2017-04-11,1.54,1.54,1.5,1.54,553
2017-04-12,1.54,1.54,1.54,1.54,53
2017-04-13,1.54,1.58,1.54,1.58,354
2017-04-18,1.58,1.58,1.5,1.56,1581
2017-04-19,1.57,1.57,1.57,1.57,558
2017-04-20,1.55,1.55,1.55,1.55,35
2017-04-21,1.55,1.55,1.53,1.53,2917
2017-04-24,1.53,1.53,1.53,1.53,683
2017-04-25,1.53,1.53,1.47,1.53,6102
2017-04-26,1.5,1.5,1.5,1.5,13
2017-04-27,1.53,1.53,1.5,1.53,282
2017-04-28,1.53,1.53,1.47,1.5,451
2017-05-02,1.47,1.47,1.45,1.47,2052
2017-05-04,1.47,1.49,1.41,1.44,14329
2017-05-05,1.48,1.48,1.42,1.48,893
2017-05-08,1.48,1.48,1.43,1.43,3508
2017-05-09,1.48,1.48,1.42,1.48,331
2017-05-10,1.48,1.49,1.45,1.49,1634
2017-05-11,1.49,1.49,1.49,1.49,5
2017-05-12,1.48,1.48,1.48,1.48,48
2017-05-15,1.41,1.41,1.28,1.39,9988
2017-05-16,1.39,1.4,1.35,1.38,1067
2017-05-17,1.38,1.38,1.33,1.36,2785
2017-05-18,1.36,1.4,1.36,1.4,14
2017-05-19,1.4,1.4,1.38,1.4,2515
2017-05-22,1.4,1.42,1.4,1.42,2513
2017-05-23,1.4,1.48,1.4,1.48,6343
2017-05-24,1.47,1.47,1.4,1.47,1192
2017-05-25,1.48,1.48,1.4,1.45,24669
2017-05-26,1.41,1.48,1.41,1.48,6818
2017-05-29,1.48,1.48,1.48,1.48,1
2017-05-30,1.46,1.46,1.41,1.45,551
2017-05-31,1.45,1.45,1.45,1.45,2
2017-06-01,1.45,1.45,1.4,1.41,5506
2017-06-02,1.44,1.44,1.4,1.44,7507
2017-06-05,1.44,1.44,1.4,1.44,10457
2017-06-06,1.4,1.43,1.4,1.43,5804
2017-06-07,1.4,1.43,1.4,1.43,1571
2017-06-08,1.43,1.44,1.4,1.44,5191
2017-06-09,1.44,1.44,1.4,1.44,2352
2017-06-12,1.44,1.44,1.4,1.43,378
2017-06-13,1.44,1.44,1.4,1.43,2615
2017-06-14,1.42,1.42,1.42,1.42,62
2017-06-16,1.44,1.44,1.4,1.42,277
2017-06-19,1.44,1.44,1.34,1.34,2885
2017-06-20,1.44,1.44,1.34,1.4,4742
2017-06-21,1.4,1.44,1.4,1.44,2286
2017-06-22,1.44,1.44,1.4,1.44,7423
2017-06-23,1.44,1.44,1.42,1.44,681
2017-06-26,1.44,1.44,1.44,1.44,74
2017-06-27,1.44,1.44,1.44,1.44,41
2017-06-28,1.44,1.44,1.43,1.43,281
2017-06-29,1.44,1.44,1.4,1.44,66420
2017-06-30,1.45,1.48,1.44,1.46,4354
2017-07-03,1.48,1.48,1.48,1.48,2
2017-07-04,1.48,1.48,1.48,1.48,2
2017-07-05,1.48,1.48,1.39,1.43,4003
2017-07-06,1.43,1.43,1.43,1.43,2
2017-07-07,1.43,1.57,1.43,1.54,31669
2017-07-10,1.55,1.58,1.4,1.4,15019
2017-07-11,1.4,1.49,1.4,1.49,915
2017-07-12,1.56,1.56,1.56,1.56,10
2017-07-13,1.52,1.52,1.52,1.52,60
2017-07-17,1.55,1.55,1.53,1.53,199
2017-07-18,1.53,1.53,1.45,1.53,2559
2017-07-19,1.53,1.53,1.45,1.52,2278
2017-07-20,1.46,1.54,1.45,1.54,6366
2017-07-21,1.54,1.54,1.54,1.54,16
2017-07-24,1.5,1.5,1.45,1.48,273
2017-07-25,1.5,1.5,1.42,1.42,2100
2017-07-26,1.49,1.49,1.42,1.42,69
2017-07-27,1.49,1.49,1.4,1.48,3786
2017-07-28,1.48,1.48,1.45,1.45,117
2017-07-31,1.48,1.48,1.48,1.48,10
2017-08-01,1.4,1.48,1.39,1.4,25982
2017-08-02,1.46,1.46,1.4,1.45,946
2017-08-03,1.45,1.45,1.45,1.45,18
2017-08-04,1.45,1.45,1.33,1.43,3475
2017-08-07,1.45,1.45,1.44,1.44,26
2017-08-08,1.44,1.44,1.36,1.44,5009
2017-08-09,1.45,1.45,1.45,1.45,21
2017-08-10,1.45,1.45,1.42,1.42,28
2017-08-11,1.35,1.39,1.31,1.39,10404
2017-08-14,1.39,1.47,1.39,1.47,5200
2017-08-16,1.46,1.46,1.44,1.44,28
2017-08-17,1.38,1.47,1.38,1.46,728
2017-08-18,1.46,1.46,1.46,1.46,5
2017-08-21,1.46,1.47,1.41,1.47,1524
2017-08-22,1.47,1.47,1.35,1.37,632
2017-08-23,1.45,1.45,1.41,1.41,1485
2017-08-24,1.41,1.47,1.41,1.47,4487
2017-08-25,1.47,1.47,1.41,1.41,72
2017-08-28,1.36,1.4,1.36,1.4,1010
2017-08-29,1.4,1.4,1.35,1.35,3046
2017-08-30,1.4,1.4,1.34,1.4,1684
2017-08-31,1.4,1.47,1.4,1.45,5528
2017-09-01,1.46,1.46,1.45,1.45,43
2017-09-04,1.45,1.45,1.45,1.45,26
2017-09-05,1.46,1.46,1.45,1.45,60
2017-09-06,1.45,1.45,1.45,1.45,43
2017-09-07,1.45,1.45,1.45,1.45,49
2017-09-08,1.45,1.45,1.38,1.38,1233
2017-09-11,1.45,1.45,1.43,1.43,3902
2017-09-12,1.45,1.45,1.43,1.45,6002
2017-09-13,1.45,1.45,1.36,1.4,2269
2017-09-14,1.45,1.45,1.36,1.41,10443
2017-09-15,1.41,1.45,1.41,1.45,1044
2017-09-18,1.44,1.44,1.44,1.44,16
2017-09-19,1.45,1.45,1.45,1.45,19
2017-09-20,1.45,1.45,1.45,1.45,1059
2017-09-21,1.45,1.45,1.42,1.42,104
2017-09-22,1.45,1.45,1.45,1.45,70
2017-09-25,1.45,1.45,1.36,1.45,452
2017-09-26,1.45,1.45,1.42,1.45,946
2017-09-27,1.44,1.44,1.44,1.44,4
2017-09-28,1.44,1.44,1.36,1.44,5410
2017-09-29,1.43,1.43,1.43,1.43,55
2017-10-02,1.43,1.43,1.36,1.43,2926
2017-10-03,1.43,1.43,1.43,1.43,32
2017-10-04,1.43,1.43,1.36,1.42,2489
2017-10-05,1.42,1.42,1.42,1.42,46
2017-10-06,1.42,1.42,1.42,1.42,4
2017-10-09,1.43,1.43,1.41,1.41,146
2017-10-10,1.4,1.4,1.36,1.4,391
2017-10-11,1.4,1.45,1.36,1.45,45389
2017-10-12,1.45,1.56,1.43,1.43,20346
2017-10-13,1.5,1.5,1.42,1.45,5470
2017-10-16,1.49,1.49,1.41,1.49,2258
2017-10-17,1.49,1.53,1.47,1.53,1074
2017-10-18,1.52,1.52,1.44,1.5,708
2017-10-19,1.52,1.52,1.44,1.51,606
2017-10-20,1.5,1.5,1.5,1.5,24
2017-10-23,1.49,1.49,1.44,1.44,131
2017-10-24,1.5,1.5,1.37,1.42,5713
2017-10-25,1.45,1.59,1.45,1.59,27066
2017-10-26,1.58,1.58,1.52,1.57,6311
2017-10-27,1.57,1.57,1.52,1.57,11484
2017-10-30,1.57,1.57,1.52,1.57,3530
2017-10-31,1.58,1.58,1.44,1.56,11571
2017-11-02,1.56,1.58,1.53,1.58,11677
2017-11-03,1.58,1.58,1.58,1.58,15
2017-11-06,1.57,1.57,1.57,1.57,154
2017-11-07,1.58,1.58,1.58,1.58,2
2017-11-08,1.58,1.58,1.49,1.56,4266
2017-11-09,1.57,1.57,1.57,1.57,7
2017-11-10,1.52,1.52,1.47,1.5,12974
2017-11-13,1.55,1.55,1.45,1.5,6604
2017-11-14,1.5,1.5,1.48,1.48,52
2017-11-15,1.5,1.5,1.35,1.35,13323
2017-11-16,1.36,1.37,1.36,1.37,2444
2017-11-17,1.43,1.45,1.43,1.45,3400
2017-11-20,1.45,1.49,1.44,1.49,1195
2017-11-21,1.49,1.49,1.49,1.49,20
2017-11-22,1.49,1.5,1.48,1.48,7581
2017-11-23,1.48,1.48,1.48,1.48,163
2017-11-24,1.48,1.48,1.4,1.4,6439
2017-11-27,1.46,1.46,1.42,1.42,395
2017-11-28,1.46,1.46,1.46,1.46,17
2017-11-29,1.46,1.47,1.46,1.47,824
2017-11-30,1.47,1.47,1.47,1.47,66
2017-12-01,1.46,1.46,1.4,1.46,1538
2017-12-04,1.46,1.47,1.42,1.47,2065
2017-12-05,1.47,1.47,1.42,1.46,2086
2017-12-06,1.42,1.46,1.42,1.46,3309
2017-12-07,1.46,1.46,1.42,1.46,2152
2017-12-08,1.45,1.45,1.45,1.45,38
2017-12-11,1.46,1.46,1.46,1.46,69
2017-12-12,1.46,1.46,1.42,1.42,5002
2017-12-13,1.42,1.54,1.42,1.52,24677
2017-12-14,1.52,1.52,1.52,1.52,119
2017-12-15,1.52,1.61,1.52,1.55,18231
2017-12-18,1.55,1.55,1.45,1.45,12233
2017-12-19,1.54,1.54,1.42,1.42,4387
2017-12-20,1.49,1.49,1.49,1.49,2
2017-12-21,1.48,1.56,1.41,1.56,25150
2017-12-22,1.47,1.56,1.47,1.51,5466
2017-12-27,1.51,1.57,1.51,1.51,16664
2017-12-28,1.54,1.59,1.54,1.59,24242
2017-12-29,1.59,1.73,1.59,1.6,49903
2018-01-03,1.65,1.74,1.65,1.74,13701
2018-01-04,1.73,1.76,1.67,1.73,16893
2018-01-05,1.7,1.73,1.7,1.73,1075
2018-01-08,1.73,1.73,1.7,1.71,4049
2018-01-09,1.72,1.72,1.67,1.67,1837
2018-01-10,1.7,1.7,1.64,1.64,4524
2018-01-11,1.69,1.69,1.61,1.61,2797
2018-01-12,1.68,1.68,1.61,1.68,293
2018-01-15,1.68,1.68,1.6,1.66,4455
2018-01-16,1.66,1.66,1.58,1.65,5413
2018-01-17,1.66,1.66,1.65,1.66,707
2018-01-18,1.66,1.66,1.65,1.65,1202
2018-01-19,1.66,1.66,1.66,1.66,1228
2018-01-22,1.66,1.66,1.6,1.66,6915
2018-01-23,1.67,1.67,1.6,1.66,16056
2018-01-24,1.65,1.66,1.65,1.66,1697
2018-01-25,1.68,1.68,1.68,1.68,21
2018-01-26,1.68,1.68,1.65,1.68,2934
2018-01-29,1.68,1.71,1.68,1.71,869
2018-01-30,1.71,1.71,1.62,1.7,10786
2018-01-31,1.71,1.71,1.7,1.7,171
2018-02-01,1.71,1.71,1.7,1.7,183
2018-02-02,1.7,1.7,1.66,1.7,522
2018-02-05,1.66,1.7,1.66,1.7,2139
2018-02-06,1.69,1.69,1.56,1.61,15424
2018-02-07,1.66,1.66,1.62,1.64,3971
2018-02-08,1.65,1.66,1.65,1.65,657
2018-02-09,1.62,1.65,1.56,1.65,2814
2018-02-12,1.64,1.65,1.64,1.65,8310
2018-02-13,1.61,1.66,1.61,1.66,558
2018-02-14,1.66,1.66,1.56,1.62,3514
2018-02-15,1.57,1.57,1.57,1.57,999
2018-02-16,1.6,1.6,1.6,1.6,72
2018-02-19,1.6,1.6,1.6,1.6,708
2018-02-21,1.55,1.55,1.55,1.55,3522
2018-02-23,1.59,1.6,1.59,1.6,389
2018-02-26,1.6,1.6,1.56,1.6,45
2018-02-27,1.6,1.6,1.56,1.56,1802
2018-02-28,1.6,1.6,1.56,1.56,1247
2018-03-01,1.6,1.6,1.55,1.6,287
2018-03-02,1.6,1.62,1.6,1.62,11177
2018-03-05,1.64,1.68,1.61,1.61,4024
2018-03-06,1.61,1.66,1.57,1.57,10865
2018-03-07,1.64,1.64,1.63,1.64,892
2018-03-08,1.63,1.63,1.63,1.63,98
2018-03-09,1.63,1.63,1.57,1.57,1089
2018-03-12,1.61,1.61,1.61,1.61,57
2018-03-13,1.62,1.63,1.6,1.62,2225
2018-03-14,1.62,1.62,1.62,1.62,277
2018-03-15,1.62,1.64,1.62,1.62,1083
2018-03-16,1.64,1.67,1.58,1.61,9057
2018-03-19,1.67,1.67,1.58,1.58,520
2018-03-20,1.65,1.65,1.53,1.6,21544
2018-03-21,1.6,1.6,1.57,1.6,8032
2018-03-22,1.6,1.6,1.56,1.56,4875
2018-03-23,1.6,1.6,1.56,1.6,5004
2018-03-26,1.6,1.6,1.58,1.58,162
2018-03-27,1.6,1.6,1.6,1.6,37
2018-03-28,1.6,1.6,1.59,1.59,1002
2018-03-29,1.6,1.6,1.6,1.6,2
2018-04-03,1.55,1.55,1.55,1.55,2000
2018-04-04,1.55,1.56,1.55,1.56,21
2018-04-05,1.55,1.55,1.46,1.55,9390
2018-04-06,1.55,1.55,1.54,1.55,5577
2018-04-09,1.59,1.59,1.59,1.59,34
2018-04-10,1.59,1.59,1.5,1.5,3223
2018-04-11,1.59,1.59,1.59,1.59,51
2018-04-12,1.59,1.59,1.59,1.59,35
2018-04-13,1.59,1.59,1.59,1.59,41
2018-04-16,1.59,1.59,1.59,1.59,46
2018-04-17,1.59,1.59,1.56,1.59,348
2018-04-18,1.59,1.59,1.59,1.59,50
2018-04-19,1.59,1.59,1.59,1.59,24
2018-04-20,1.59,1.59,1.59,1.59,2
2018-04-23,1.55,1.55,1.55,1.55,55
2018-04-24,1.55,1.55,1.55,1.55,30
2018-04-25,1.55,1.55,1.5,1.5,3011
2018-04-26,1.5,1.55,1.5,1.55,255
2018-04-27,1.55,1.55,1.55,1.55,1
2018-04-30,1.5,1.55,1.47,1.55,1579
2018-05-02,1.52,1.52,1.52,1.52,10
2018-05-04,1.5,1.5,1.5,1.5,1
2018-05-07,1.5,1.5,1.45,1.49,812
2018-05-08,1.49,1.49,1.45,1.49,1634
2018-05-09,1.49,1.49,1.41,1.43,6557
2018-05-10,1.44,1.44,1.34,1.39,10299
2018-05-11,1.39,1.39,1.35,1.39,4690
2018-05-14,1.46,1.56,1.46,1.55,49208
2018-05-15,1.56,1.6,1.56,1.58,11349
2018-05-16,1.58,1.6,1.55,1.6,5801
2018-05-17,1.61,1.61,1.55,1.6,10108
2018-05-18,1.6,1.6,1.6,1.6,62
2018-05-21,1.6,1.6,1.55,1.59,11843
2018-05-22,1.59,1.59,1.55,1.56,19101
2018-05-23,1.56,1.56,1.55,1.55,4955
2018-05-24,1.55,1.55,1.52,1.55,2459
2018-05-25,1.55,1.56,1.55,1.56,344
2018-05-28,1.56,1.56,1.5,1.55,2516
2018-05-29,1.55,1.55,1.51,1.55,1699
2018-05-30,1.55,1.6,1.55,1.59,6345
2018-06-01,1.59,1.59,1.59,1.59,409
2018-06-04,1.59,1.59,1.49,1.54,6271
2018-06-05,1.54,1.54,1.51,1.54,339
2018-06-06,1.56,1.56,1.51,1.56,2565
2018-06-07,1.56,1.56,1.51,1.56,633
2018-06-08,1.56,1.56,1.51,1.54,576
2018-06-11,1.54,1.54,1.51,1.54,3335
2018-06-12,1.54,1.54,1.53,1.53,138
2018-06-13,1.53,1.53,1.47,1.53,5246
2018-06-14,1.52,1.52,1.48,1.52,200
2018-06-15,1.52,1.52,1.48,1.51,577
2018-06-18,1.51,1.51,1.42,1.49,1399
2018-06-19,1.49,1.49,1.49,1.49,54
2018-06-20,1.5,1.5,1.44,1.48,1061
2018-06-21,1.48,1.48,1.47,1.47,203
2018-06-22,1.47,1.47,1.37,1.47,8727
2018-06-25,1.47,1.47,1.47,1.47,49
2018-06-26,1.47,1.47,1.4,1.4,1905
2018-06-27,1.47,1.47,1.36,1.47,127
2018-06-28,1.47,1.47,1.39,1.47,1042
2018-06-29,1.47,1.47,1.47,1.47,21
2018-07-02,1.47,1.47,1.42,1.42,22
2018-07-03,1.42,1.42,1.42,1.42,312
2018-07-04,1.42,1.42,1.42,1.42,13
2018-07-05,1.42,1.42,1.42,1.42,13
2018-07-06,1.42,1.42,1.42,1.42,13
2018-07-09,1.42,1.42,1.42,1.42,13
2018-07-10,1.37,1.42,1.37,1.42,4036
2018-07-11,1.47,1.47,1.4,1.47,62
2018-07-12,1.46,1.46,1.46,1.46,13
2018-07-13,1.47,1.47,1.44,1.46,7157
2018-07-16,1.47,1.47,1.41,1.45,1024
2018-07-17,1.45,1.45,1.45,1.45,22
2018-07-18,1.45,1.45,1.45,1.45,38
2018-07-19,1.45,1.48,1.45,1.48,3241
2018-07-20,1.48,1.48,1.48,1.48,45
2018-07-23,1.49,1.49,1.47,1.47,1023
2018-07-24,1.49,1.5,1.49,1.5,842
2018-07-25,1.53,1.53,1.5,1.5,83
2018-07-26,1.53,1.55,1.52,1.52,2056
2018-07-27,1.55,1.55,1.5,1.54,306
2018-07-30,1.54,1.54,1.54,1.54,124
2018-07-31,1.55,1.64,1.55,1.64,18509
2018-08-01,1.66,1.68,1.66,1.66,1428
2018-08-02,1.67,1.68,1.6,1.6,10921
2018-08-03,1.63,1.63,1.6,1.63,442
2018-08-06,1.52,1.61,1.52,1.61,193
2018-08-07,1.61,1.61,1.61,1.61,41
2018-08-08,1.61,1.61,1.61,1.61,38
2018-08-09,1.6,1.6,1.6,1.6,37
2018-08-10,1.61,1.63,1.57,1.63,4339
2018-08-13,1.62,1.68,1.52,1.62,12143
2018-08-14,1.62,1.62,1.61,1.62,5982
2018-08-16,1.68,1.68,1.64,1.67,5572
2018-08-17,1.67,1.68,1.67,1.68,20
2018-08-20,1.67,1.67,1.62,1.67,12261
2018-08-21,1.67,1.67,1.53,1.65,9703
2018-08-22,1.66,1.66,1.64,1.64,117
2018-08-23,1.64,1.66,1.64,1.65,1973
2018-08-24,1.64,1.64,1.62,1.64,2815
2018-08-27,1.64,1.64,1.58,1.61,2221
2018-08-28,1.61,1.64,1.58,1.64,2970
2018-08-29,1.64,1.64,1.64,1.64,1021
2018-08-30,1.6,1.66,1.6,1.63,1051
2018-08-31,1.63,1.66,1.63,1.66,23
2018-09-03,1.66,1.68,1.66,1.68,605
2018-09-04,1.68,1.68,1.55,1.6,9459
2018-09-05,1.6,1.6,1.55,1.6,374
2018-09-06,1.6,1.6,1.55,1.6,312
2018-09-07,1.6,1.6,1.5,1.56,10785